,Media Sources,TBpolarity,compound,date,idx,negative,neutral,positive,text
53,nytimes,0.0,0.0,2017-11-05,53,0.0,1.0,0.0,🏅 https://t.co/1Uo2dIlkKC
54,nytimes,0.4681818181818182,0.6249,2017-11-05,54,0.0,0.843,0.157,RT @NYTSports: The marathon great Meb Keflezighi is retiring by running the New York City Marathon on Sunday. What will you do? https://t.c…
55,nytimes,0.0,-0.4215,2017-11-05,55,0.209,0.697,0.094,The White House had no immediate comment on whether Trump’s call should be interpreted as an endorsement of arrests https://t.co/NQ4q09r4hH
56,nytimes,0.0,0.4588,2017-11-05,56,0.0,0.833,0.167,"Among Prince Alwaleed’s crown jewels: sizable stakes in Twitter, Lyft, Citigroup and 21st Century Fox https://t.co/IreBfYVeqP"
57,nytimes,0.0,0.128,2017-11-05,57,0.13,0.717,0.152,"Saudi Arabia’s sweeping campaign of arrests included Prince Alwaleed bin Talal, one of the world’s richest men https://t.co/EpWCYe8tky"
58,nytimes,0.0,-0.2263,2017-11-05,58,0.101,0.899,0.0,"It's the stuff of liberal fantasies: a vast, defiant territory governed by Democrats resisting Trump at every turn https://t.co/1YbErsvnr2"
59,nytimes,0.0,0.0,2017-11-05,59,0.0,1.0,0.0,Life on Mars: Return to Earth https://t.co/O4xTfSV87h
60,nytimes,-0.2,0.0,2017-11-05,60,0.0,1.0,0.0,Upshot/Siena Poll Gives Democrat Narrow Lead in Virginia Governor’s Race https://t.co/Ko32pgfnjf
61,nytimes,0.03125,0.0,2017-11-05,61,0.0,1.0,0.0,Who gets to go on a major presidential trip? It's an exercise in internal politics. https://t.co/kyeg52T5U8
62,nytimes,0.0,0.0572,2017-11-05,62,0.052,0.887,0.061,"In 1972, NYC marathon organizer Fred Lebow contacted The Times. Be at the start, he said. You won't want to miss it… https://t.co/ux8tmN1nAq"
63,nytimes,0.0,-0.6249,2017-11-05,63,0.177,0.823,0.0,Detroit is still trying to recover after the 2008 financial crisis and the 2013 bankruptcy gutted its housing market https://t.co/zkip3W6RpG
64,nytimes,-0.15,0.0,2017-11-05,64,0.0,1.0,0.0,Exposures: Puerto Rico in the Dark https://t.co/NQjNp6sEbN
65,nytimes,0.0,0.0,2017-11-05,65,0.0,1.0,0.0,Tucked away in the GOP tax plan are several provisions meant to get conservative lawmakers to vote for it https://t.co/JhwFcvUnQO
66,nytimes,0.2590909090909091,-0.2484,2017-11-05,66,0.153,0.847,0.0,"More Anxiety, and More Police, Expected at New York City Marathon https://t.co/6fDeAbbarg"
67,nytimes,0.0,0.0,2017-11-05,67,0.0,1.0,0.0,Joe Lockhart was in the crossfire during the Clinton impeachment. Now he's defending NFL players kneeling. https://t.co/0pvoi3r2cO
68,nytimes,-0.1,0.5106,2017-11-05,68,0.0,0.784,0.216,Field Notes: The Bridal Shop Just Closed. How to Rescue the Day. https://t.co/14hs5vDWmc
69,nytimes,-0.3,-0.5106,2017-11-05,69,0.18,0.82,0.0,Youtube contains dark corners as videos that are disturbing for children slip past its filters https://t.co/C94P59X5wV
70,nytimes,0.13333333333333333,0.6369,2017-11-05,70,0.0,0.704,0.296,"Modern Love: Recognizing What They Had, 20 Years Too Late https://t.co/v1K37ABIvw"
71,nytimes,-0.1,0.0,2017-11-05,71,0.0,1.0,0.0,Global Health: Deadly Plague Outbreak in Madagascar Appears to Wane https://t.co/E40FVRku1n
72,nytimes,0.13636363636363635,0.0,2017-11-05,72,0.0,1.0,0.0,The 2018 Michelin Guide New York City has been released https://t.co/sN9Sv5HmCF
73,nytimes,0.37878787878787873,0.0,2017-11-05,73,0.0,1.0,0.0,"The week's 10 most notable new songs, including Bruce Springsteen and Rihanna https://t.co/SgbiIf7UEu"
74,nytimes,0.09999999999999998,-0.8126,2017-11-05,74,0.27,0.73,0.0,These musicians are forced to perform for high-caste Hindus. But the killing of one of their own was the last straw. https://t.co/yIm1nXUJFq
75,nytimes,-0.14583333333333334,-0.3632,2017-11-05,75,0.18,0.82,0.0,Designers have finally figured out how to dress Olympic athletes without looking like they're trying too hard https://t.co/TVfFSWB4xp
76,nytimes,0.0,0.0,2017-11-05,76,0.0,1.0,0.0,How Facebook's algorithm determines the fate of start-ups https://t.co/8kTuBBKeEH
77,nytimes,0.0,-0.5106,2017-11-05,77,0.185,0.815,0.0,"Tens of thousands of people in Togo are demanding the nation's president resign, whose family has ruled for 50 years https://t.co/CbqY1GCLKv"
78,nytimes,-0.2318181818181818,-0.1531,2017-11-05,78,0.11,0.89,0.0,‘Saturday Night Live’: Alec Baldwin and Larry David Contribute to an Awkward Episode https://t.co/pok8aizcN8
79,nytimes,0.25,0.4767,2017-11-05,79,0.0,0.807,0.193,Japanese art is more than just cliché zen gardens and cutesy Hello Kitty https://t.co/kKL3U9MxzI
80,nytimes,0.0,0.0,2017-11-05,80,0.0,1.0,0.0,"The diversity visa lottery, explained https://t.co/XohR0x5V0g"
81,nytimes,0.0,0.0,2017-11-05,81,0.0,1.0,0.0,Where the STEM jobs are (and where they aren't) https://t.co/byInsbrpPL https://t.co/B2BeBLnSLn
82,nytimes,-0.15,-0.3818,2017-11-05,82,0.211,0.69,0.099,"In 1979, Bob Dylan announced his embrace of Christianity. That period gets a second look on ""Trouble No More."" https://t.co/IjETz7sgm8"
83,nytimes,0.25,0.6281,2017-11-05,83,0.053,0.74,0.207,"""It didn't matter there was an ocean between them and different continents, they both love fiercely"" https://t.co/dlom5MXVnk"
84,nytimes,0.3,0.0,2017-11-05,84,0.0,1.0,0.0,"“Alias Grace” is a story about storytelling and Sarah Gadon is mesmerizing as the star, writes @poniewozik https://t.co/wOCe89dxgh"
85,nytimes,0.125,0.0,2017-11-05,85,0.0,1.0,0.0,"At a nightclub in Liberia, we found a stylish music scene unencumbered by the country’s past https://t.co/ry9cuWgDc2 https://t.co/4FsJ4gRn1x"
86,nytimes,0.30000000000000004,0.8402,2017-11-05,86,0.0,0.654,0.346,What did Bernie Sanders learn about Canada's health system? Doctors like free health care as much as patients do. https://t.co/zPds0lBn6V
87,nytimes,0.22499999999999998,0.5927,2017-11-05,87,0.0,0.806,0.194,"Wine usually takes the spotlight at Thanksgiving dinner, but beers are just as good of a complement https://t.co/WdUILym2jj"
88,nytimes,0.0,0.5423,2017-11-05,88,0.0,0.759,0.241,Op-Ed Contributor: How ISIS helped peace in the Philippines’s Muslim south https://t.co/ICpCuDLNax
89,nytimes,0.0,0.0,2017-11-05,89,0.0,1.0,0.0,Let the dancing begin💃🕺 https://t.co/cKAXP2Z7WO
90,nytimes,0.15,-0.34,2017-11-05,90,0.211,0.789,0.0,"Citigroup, 21st Century Fox, Twitter: Prince’s Arrest Touches Many https://t.co/UOsfKysdE9"
91,nytimes,0.0,0.0,2017-11-05,91,0.0,1.0,0.0,Trump Arrives in Asia With Focus on Trade and North Korea https://t.co/FNmWwvYxG1
92,nytimes,0.13636363636363635,0.5719,2017-11-05,92,0.0,0.654,0.346,Opinion: Why the world loves New York https://t.co/bDtPbZVzFi
93,nytimes,0.25,0.7506,2017-11-05,93,0.0,0.758,0.242,"RT @Julseas: Thanksgiving: So many of us celebrate it, yet it’s so different for us all. Tell us your holiday story: https://t.co/3hSZd4j8G6"
94,nytimes,0.0,-0.765,2017-11-05,94,0.292,0.708,0.0,A 14-year-old model died while on an assignment in China. Investigators are looking into whether neglect caused it. https://t.co/TEPJe5spCy
95,nytimes,-0.042857142857142885,0.4019,2017-11-05,95,0.0,0.876,0.124,"While you can’t control your age, you can slow the decline of aging with smart choices along the way https://t.co/jhwxXfQQPg"
96,nytimes,0.0,0.0772,2017-11-05,96,0.0,0.86,0.14,What do colleges want in an applicant? Everything. https://t.co/eixg3GOhBb
97,nytimes,0.0,0.0,2017-11-05,97,0.0,1.0,0.0,Opinion: And then they came for Robert Mueller https://t.co/H3WRjwTKse
98,nytimes,0.0,-0.4767,2017-11-05,98,0.14,0.86,0.0,"2 months after Harvey, Houston still suffers from a kind of PTSD. I see it in myself and I see it in others. https://t.co/pliiN1QwVs"
99,nytimes,0.0,0.0,2017-11-05,99,0.0,1.0,0.0,A pizza for fall https://t.co/R4w3jIWsrH
